origin_country,destination_country,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,placement_success
0,1,5,0,2022,1,0,2023,1,1,144042,3.57,0,3,3,5.9,1
2,7,8,5,2023,1,1,2024,1,7,115181,3.7,0,0,4,0.0,1
0,3,13,3,2019,0,4,2021,0,10,0,3.2,2,1,4,0.0,0
1,7,9,1,2019,1,1,2021,0,10,0,3.21,0,1,4,0.0,0
9,8,1,4,2019,1,1,2022,1,8,123436,3.45,4,1,0,6.9,1
3,6,5,2,2020,1,1,2023,1,6,46142,3.32,5,1,3,8.8,1
2,4,9,3,2023,1,3,2026,1,4,49872,2.93,5,1,3,8.5,1
7,6,5,7,2021,0,1,2022,1,6,121726,2.69,5,2,1,5.9,1
4,9,10,7,2020,0,3,2021,1,9,56976,3.16,0,4,3,6.9,1
2,7,10,0,2022,1,2,2024,0,10,0,3.09,1,1,1,8.0,0
0,6,5,5,2023,0,2,2024,0,10,0,3.94,2,4,4,0.0,0
5,0,1,3,2022,1,0,2024,1,0,53604,3.69,0,3,0,8.0,1
4,7,2,2,2022,1,3,2023,1,7,42788,3.79,0,4,0,7.4,1
4,3,12,1,2022,1,2,2023,0,10,0,2.52,3,2,3,6.2,0
9,1,4,4,2020,1,2,2023,0,10,0,2.73,2,3,1,6.5,0
0,5,3,4,2022,1,1,2024,1,5,44624,3.35,5,4,3,7.7,1
6,2,3,6,2019,0,3,2021,1,2,136447,2.89,3,1,2,7.9,1
5,7,10,7,2020,0,3,2022,1,7,94350,2.86,5,0,3,7.7,1
3,5,0,1,2019,1,2,2021,0,10,0,3.55,3,0,0,6.5,0
8,7,14,4,2020,1,2,2023,0,10,0,3.08,1,4,1,6.2,0
4,5,6,2,2020,1,4,2023,1,5,138791,2.73,4,3,4,0.0,1
0,3,3,5,2022,1,4,2023,0,10,0,3.95,2,3,4,0.0,0
7,3,0,1,2019,0,3,2020,1,3,49129,3.29,1,4,0,6.9,1
8,9,6,7,2023,1,0,2026,0,10,0,3.96,4,0,0,6.8,0
5,9,10,5,2022,0,4,2025,0,10,0,2.56,0,0,1,6.0,0
7,3,12,6,2021,0,0,2023,0,10,0,3.19,2,2,0,6.4,0
3,8,11,1,2023,1,0,2024,1,8,59024,3.94,1,1,3,5.6,1
4,7,6,7,2019,0,1,2021,0,10,0,3.9,5,2,3,7.9,0
2,7,3,4,2020,1,4,2021,1,7,122183,3.6,0,1,1,8.5,1
9,2,2,7,2019,1,2,2021,1,2,135072,3.6,3,0,1,7.2,1
4,6,11,2,2021,1,4,2023,1,6,64137,2.55,1,4,0,8.3,1
9,4,9,5,2023,0,1,2025,0,10,0,3.4,2,3,3,5.4,0
6,0,3,4,2023,0,1,2025,1,0,69529,3.42,5,0,4,0.0,1
5,3,13,5,2023,1,4,2024,0,10,0,3.19,4,3,3,5.4,0
6,8,13,4,2020,0,1,2023,0,10,0,3.45,0,0,0,8.3,0
3,8,12,6,2023,0,1,2024,0,10,0,3.95,2,0,2,8.5,0
5,0,12,6,2022,1,2,2023,0,10,0,3.87,0,0,0,8.3,0
1,3,10,4,2022,1,1,2025,1,3,58800,3.53,4,2,1,7.6,1
0,9,8,6,2019,0,4,2020,1,9,115241,2.74,3,4,2,5.7,1
3,4,4,5,2020,0,0,2022,1,4,86373,3.91,0,1,2,7.8,1
7,3,7,1,2021,0,3,2023,1,3,57687,3.84,1,0,0,8.4,1
8,2,10,6,2022,0,0,2024,0,10,0,2.78,5,2,2,5.2,0
5,2,14,3,2019,0,2,2021,1,2,63475,3.31,2,2,3,7.5,1
8,1,10,7,2020,1,1,2021,0,10,0,3.18,4,3,2,8.7,0
8,4,13,2,2020,0,3,2022,1,4,75933,2.53,2,1,2,5.4,1
1,7,6,3,2022,0,1,2024,0,10,0,2.66,1,1,0,7.6,0
1,7,14,2,2022,0,4,2023,0,10,0,3.23,0,2,3,7.3,0
9,0,1,3,2021,0,0,2024,1,0,143243,2.55,5,3,3,9.0,1
7,6,0,5,2019,1,1,2020,0,10,0,3.24,1,4,4,0.0,0
0,3,2,3,2022,0,1,2024,1,3,65884,3.94,3,3,0,6.0,1
0,7,7,6,2022,0,0,2023,1,7,145141,2.99,0,0,1,5.2,1
1,2,14,4,2021,1,3,2022,1,2,89750,2.6,1,0,2,7.9,1
6,7,13,4,2020,0,4,2022,1,7,78028,2.91,2,1,2,6.9,1
8,2,14,1,2022,1,3,2023,0,10,0,3.0,4,1,3,7.4,0
2,0,4,0,2020,1,2,2021,1,0,49596,3.56,4,0,4,0.0,1
2,8,0,3,2019,1,4,2020,1,8,36047,3.96,5,1,0,5.4,1
3,4,5,0,2020,0,4,2021,1,4,30338,3.08,2,1,2,5.8,1
1,6,7,0,2019,0,4,2020,0,10,0,2.76,0,1,3,5.8,0
7,9,5,7,2020,0,1,2021,1,9,87836,2.55,2,2,4,0.0,1
3,8,12,0,2019,0,0,2020,1,8,130797,3.72,2,1,3,5.4,1
3,2,1,3,2023,1,3,2025,1,2,122341,3.24,2,1,2,5.9,1
4,1,7,5,2020,1,1,2022,0,10,0,2.98,1,0,1,6.3,0
7,1,0,2,2020,1,4,2022,1,1,44679,2.63,1,0,3,7.2,1
4,3,3,7,2020,0,1,2021,1,3,72518,2.78,3,1,3,6.8,1
4,2,4,7,2021,1,0,2024,1,2,65797,3.81,3,1,0,7.3,1
0,2,11,1,2019,0,0,2022,1,2,142468,2.98,1,2,2,5.8,1
6,4,10,0,2023,1,0,2024,1,4,50744,3.56,3,0,1,6.0,1
5,3,10,4,2020,0,4,2023,1,3,75358,2.79,5,0,4,0.0,1
1,3,1,5,2023,0,0,2026,0,10,0,2.97,0,1,2,7.8,0
1,3,9,5,2021,0,1,2022,0,10,0,2.72,4,1,3,6.6,0
6,5,7,2,2019,0,4,2021,0,10,0,2.51,0,3,0,6.8,0
2,3,7,3,2021,1,0,2024,0,10,0,3.82,5,2,2,8.5,0
1,4,0,3,2019,1,3,2020,1,4,78274,3.91,5,0,4,0.0,1
3,2,5,1,2023,0,1,2026,0,10,0,3.44,2,3,0,8.2,0
0,3,0,4,2020,0,0,2023,0,10,0,3.66,5,0,2,8.4,0
9,0,0,7,2020,1,3,2022,0,10,0,3.17,4,0,4,0.0,0
8,5,11,5,2019,1,1,2020,0,10,0,2.51,1,2,4,0.0,0
7,8,9,0,2023,0,4,2026,1,8,36172,2.6,4,0,0,5.1,1
7,2,10,5,2020,0,4,2023,0,10,0,2.73,0,1,0,6.1,0
7,2,1,6,2020,0,2,2022,1,2,46055,2.93,2,4,4,0.0,1
3,2,13,4,2022,1,1,2025,0,10,0,3.37,1,0,1,5.0,0
9,5,6,7,2023,1,4,2026,0,10,0,3.35,2,4,1,5.0,0
1,0,11,3,2019,1,4,2021,1,0,63250,3.69,4,0,3,7.1,1
3,1,11,0,2023,1,1,2024,0,10,0,3.62,0,0,2,8.0,0
3,9,5,0,2021,0,3,2023,0,10,0,3.08,4,1,1,7.8,0
6,0,9,7,2020,1,0,2023,0,10,0,3.09,1,2,4,0.0,0
9,3,13,3,2021,0,3,2023,0,10,0,2.92,3,4,1,7.5,0
1,0,8,2,2022,1,3,2023,1,0,42572,3.08,4,4,2,6.3,1
0,7,0,1,2019,1,1,2021,1,7,143920,3.16,0,0,3,8.0,1
4,3,2,4,2021,1,2,2023,1,3,32527,2.93,2,1,2,8.9,1
0,2,9,0,2021,0,1,2023,0,10,0,2.54,3,4,1,5.1,0
0,5,0,6,2022,0,2,2025,0,10,0,3.3,1,4,0,8.2,0
8,7,9,4,2023,0,3,2025,0,10,0,3.06,1,2,3,7.0,0
4,8,3,7,2023,1,3,2024,0,10,0,3.62,2,3,2,5.1,0
7,6,14,1,2021,0,1,2022,0,10,0,2.77,5,3,1,6.5,0
6,4,8,0,2022,1,3,2023,1,4,101327,2.66,5,4,3,6.9,1
3,9,2,2,2022,0,1,2025,1,9,104397,3.87,5,4,0,6.4,1
8,5,9,3,2020,0,4,2021,0,10,0,3.07,2,0,3,6.2,0
5,6,5,4,2022,0,2,2023,0,10,0,3.1,3,4,1,8.9,0
5,3,11,5,2022,0,4,2024,1,3,71949,3.37,5,1,2,7.9,1
7,5,8,7,2019,1,2,2020,1,5,92331,3.47,5,3,1,7.5,1
3,7,11,6,2019,1,0,2021,1,7,149398,3.64,4,0,4,0.0,1
5,7,2,5,2020,0,1,2022,1,7,136801,3.98,1,3,1,9.0,1
5,6,1,6,2022,0,2,2023,1,6,43964,3.2,1,3,1,6.5,1
3,8,7,6,2019,1,0,2022,1,8,55585,2.77,2,2,3,5.9,1
6,4,8,1,2023,0,3,2026,1,4,106697,3.07,1,1,4,0.0,1
2,4,14,7,2021,1,3,2022,0,10,0,3.94,3,3,4,0.0,0
5,4,14,4,2021,1,4,2024,1,4,47245,3.69,2,4,1,7.7,1
4,8,10,4,2021,1,4,2023,0,10,0,3.14,5,1,0,8.4,0
6,9,9,1,2021,0,2,2023,0,10,0,3.65,3,1,1,8.4,0
3,2,3,5,2023,0,2,2024,0,10,0,2.58,5,4,1,7.5,0
2,9,12,6,2022,1,3,2024,0,10,0,2.71,1,3,4,0.0,0
6,7,5,5,2022,0,3,2024,0,10,0,3.49,5,3,4,0.0,0
3,1,7,0,2019,0,2,2021,0,10,0,3.98,5,1,2,5.9,0
8,5,11,3,2019,1,3,2020,0,10,0,2.85,5,0,1,5.4,0
7,4,10,1,2021,0,0,2022,0,10,0,3.62,3,0,1,8.0,0
7,2,10,7,2020,1,1,2023,0,10,0,2.93,0,0,1,7.3,0
1,2,14,6,2021,0,4,2023,1,2,60128,2.92,4,1,1,8.7,1
7,3,8,6,2020,0,3,2023,0,10,0,3.86,3,2,3,5.8,0
3,8,5,4,2020,1,1,2022,1,8,40692,3.16,2,4,4,0.0,1
7,6,6,1,2021,1,2,2022,1,6,121305,3.56,0,2,1,7.6,1
9,4,13,1,2023,0,2,2024,0,10,0,3.64,3,4,3,7.0,0
2,8,5,5,2022,0,2,2025,0,10,0,3.16,0,3,2,5.1,0
2,6,10,3,2020,0,4,2023,0,10,0,3.89,1,1,1,7.7,0
4,6,12,2,2020,1,3,2023,0,10,0,2.77,0,2,3,8.2,0
2,4,10,4,2023,0,4,2024,0,10,0,3.84,2,4,0,7.1,0
6,4,8,4,2021,0,4,2022,1,4,105996,3.11,5,0,1,7.3,1
0,6,2,5,2022,1,0,2023,1,6,97759,3.89,3,3,2,6.7,1
3,5,8,5,2019,0,1,2020,1,5,58425,3.48,1,3,1,8.5,1
9,4,8,3,2019,0,1,2022,1,4,130753,3.14,3,4,4,0.0,1
5,2,1,7,2020,0,3,2022,0,10,0,3.09,0,1,4,0.0,0
9,4,12,1,2019,0,4,2021,1,4,90272,2.61,5,4,2,7.1,1
1,9,10,6,2022,1,0,2025,1,9,122067,3.89,3,0,0,8.5,1
9,7,5,1,2021,0,0,2024,1,7,30467,3.51,0,4,2,8.7,1
3,8,10,3,2023,0,3,2025,1,8,131363,3.64,2,3,0,8.2,1
0,5,9,5,2021,0,1,2024,1,5,54879,3.68,5,4,3,8.8,1
0,1,2,4,2022,1,2,2024,0,10,0,3.47,0,3,1,8.2,0
6,4,7,0,2022,1,3,2024,0,10,0,4.0,1,1,0,6.2,0
0,6,8,3,2020,1,2,2021,1,6,49357,2.56,2,4,2,5.4,1
8,7,4,6,2023,1,1,2024,0,10,0,3.7,4,4,1,6.2,0
7,1,7,1,2019,1,2,2022,0,10,0,3.95,1,0,4,0.0,0
3,8,14,2,2020,0,0,2021,0,10,0,3.16,1,2,0,5.0,0
9,8,13,3,2019,1,4,2022,0,10,0,3.49,2,1,2,8.8,0
9,7,4,3,2020,1,3,2023,1,7,63391,2.75,2,4,2,5.0,1
4,3,9,5,2021,1,0,2024,0,10,0,3.88,0,4,2,6.0,0
7,6,14,1,2021,1,4,2023,0,10,0,2.72,4,1,0,7.2,0
3,7,4,7,2019,0,4,2022,1,7,92659,3.47,2,0,1,5.5,1
1,6,2,7,2022,1,0,2024,1,6,74033,3.58,4,2,4,0.0,1
2,7,10,4,2019,1,1,2022,1,7,134275,2.77,4,1,0,6.8,1
9,0,9,0,2023,0,4,2025,0,10,0,3.98,4,4,4,0.0,0
0,8,4,4,2020,0,2,2023,1,8,61463,2.91,0,0,1,8.7,1
4,5,2,4,2023,1,0,2026,1,5,50954,2.92,0,1,3,5.9,1
7,5,5,7,2022,1,2,2024,1,5,78629,3.91,0,0,3,8.1,1
0,1,10,3,2019,1,0,2022,0,10,0,3.39,5,4,3,6.2,0
1,6,12,7,2022,0,1,2023,1,6,109871,2.84,4,4,3,8.9,1
3,9,12,0,2019,0,0,2022,1,9,131991,2.85,0,3,2,7.7,1
1,3,2,1,2019,1,2,2020,1,3,86328,2.7,1,1,3,9.0,1
5,0,10,0,2022,0,2,2024,0,10,0,3.96,3,2,2,7.3,0
7,4,10,3,2019,0,1,2021,1,4,124450,2.71,5,2,1,8.8,1
5,3,9,4,2023,1,3,2025,1,3,121482,2.95,4,0,4,0.0,1
5,4,10,6,2019,0,0,2022,1,4,105837,3.15,2,2,3,7.1,1
4,2,5,3,2020,1,4,2022,0,10,0,2.78,2,1,4,0.0,0
0,8,11,0,2023,1,3,2024,1,8,65005,2.88,3,4,4,0.0,1
1,6,9,3,2020,1,1,2021,1,6,126707,3.32,2,2,0,7.7,1
9,2,10,3,2019,1,4,2021,0,10,0,3.21,1,3,4,0.0,0
3,0,1,5,2022,1,2,2024,0,10,0,3.17,1,2,2,5.7,0
1,9,5,0,2019,0,0,2020,1,9,137060,3.99,0,4,1,5.7,1
5,4,1,0,2023,0,0,2025,0,10,0,3.95,1,1,2,8.5,0
8,7,2,0,2020,1,3,2023,0,10,0,2.59,5,0,3,7.7,0
4,8,11,1,2023,0,1,2025,0,10,0,3.96,0,1,3,5.8,0
3,2,4,0,2022,0,1,2025,1,2,98518,2.72,1,0,3,8.3,1
9,0,2,0,2022,1,2,2023,0,10,0,3.22,3,3,1,5.3,0
2,3,11,1,2021,0,3,2022,1,3,46085,2.94,5,4,3,6.0,1
0,6,5,7,2022,1,2,2024,1,6,54169,3.98,1,0,2,8.6,1
6,1,12,2,2020,1,0,2023,0,10,0,3.99,1,0,0,6.3,0
2,1,2,1,2020,0,3,2023,1,1,65193,3.4,5,1,1,6.5,1
0,8,4,0,2020,1,2,2021,0,10,0,3.27,0,1,0,6.7,0
7,0,4,2,2022,0,4,2024,0,10,0,2.69,4,0,3,6.4,0
8,6,11,3,2019,1,4,2022,0,10,0,3.84,0,3,0,7.1,0
7,9,2,5,2019,0,1,2022,0,10,0,3.34,2,0,3,7.8,0
7,6,13,7,2022,1,3,2024,0,10,0,3.65,1,1,1,9.0,0
1,2,2,0,2023,0,0,2025,0,10,0,3.9,2,3,1,6.6,0
0,7,12,4,2019,0,1,2020,0,10,0,3.24,4,4,0,7.2,0
8,3,12,5,2019,1,3,2022,0,10,0,3.55,1,2,0,5.3,0
5,8,9,4,2023,1,2,2026,0,10,0,3.12,0,0,0,6.7,0
3,1,6,2,2020,0,3,2023,1,1,119247,3.18,0,2,3,8.0,1
0,4,7,4,2019,1,1,2022,0,10,0,3.92,5,1,0,5.4,0
5,4,12,7,2022,1,4,2023,1,4,49693,2.8,4,1,3,6.7,1
3,8,4,4,2020,1,2,2023,0,10,0,3.36,1,0,4,0.0,0
5,9,3,0,2023,1,4,2025,1,9,69856,2.61,0,4,1,7.0,1
9,4,7,0,2019,0,3,2021,0,10,0,2.6,2,1,3,5.9,0
2,1,8,5,2020,0,0,2023,0,10,0,3.57,4,0,3,6.4,0
3,1,3,1,2019,0,0,2022,1,1,49004,3.88,0,2,2,8.3,1
0,5,14,1,2021,1,0,2022,0,10,0,3.82,4,0,1,8.9,0
0,9,5,5,2023,1,4,2026,0,10,0,2.56,0,3,3,5.3,0
2,7,8,7,2022,0,0,2025,1,7,84930,3.06,0,1,1,8.6,1
3,4,8,0,2019,1,1,2022,0,10,0,3.03,5,1,0,8.7,0
8,6,7,4,2020,1,1,2021,1,6,102683,2.79,2,1,0,5.5,1
4,7,5,2,2020,0,4,2022,1,7,31809,3.0,5,1,1,8.7,1
5,8,8,7,2022,0,4,2025,0,10,0,2.82,1,1,4,0.0,0
2,3,6,3,2023,0,4,2026,1,3,102361,3.35,5,1,2,6.5,1
5,2,4,2,2023,0,4,2025,0,10,0,3.38,3,2,1,6.1,0
4,2,9,2,2023,1,0,2025,1,2,140475,2.66,5,2,2,7.7,1
4,6,12,7,2023,0,1,2025,0,10,0,3.21,3,2,0,6.0,0
6,3,10,5,2022,1,0,2024,0,10,0,2.85,0,0,1,5.8,0
9,4,12,3,2021,1,2,2022,0,10,0,2.84,4,3,0,6.9,0
7,3,9,5,2023,1,1,2025,1,3,68214,2.77,5,0,4,0.0,1
6,1,5,4,2019,0,0,2022,1,1,117972,3.81,3,4,0,8.1,1
2,7,8,3,2019,0,2,2021,1,7,95918,3.62,4,1,3,8.7,1
8,6,1,2,2020,0,2,2023,0,10,0,3.55,4,3,3,6.7,0
2,8,5,1,2022,0,2,2023,0,10,0,2.98,2,4,0,6.2,0
7,1,0,4,2020,1,0,2022,0,10,0,3.19,1,4,3,8.9,0
2,0,0,4,2021,0,3,2024,0,10,0,3.76,4,3,3,7.2,0
4,7,10,6,2019,1,3,2022,1,7,48777,2.59,5,1,0,6.7,1
3,2,1,4,2019,0,1,2021,1,2,142319,2.75,1,0,4,0.0,1
9,6,2,4,2022,0,1,2023,1,6,68872,3.57,4,0,1,7.0,1
2,6,0,1,2019,1,0,2020,1,6,41076,2.57,1,0,3,6.8,1
2,6,10,3,2021,1,2,2022,1,6,143279,3.46,4,3,1,7.0,1
3,0,11,0,2022,1,2,2024,0,10,0,3.66,3,0,0,7.3,0
2,5,0,6,2020,0,2,2023,0,10,0,3.12,0,1,1,6.1,0
6,1,2,3,2020,1,4,2022,0,10,0,3.25,0,2,2,6.3,0
4,1,0,4,2023,0,0,2024,1,1,99903,2.85,0,0,2,6.7,1
5,4,11,2,2023,1,0,2024,1,4,111267,3.92,1,0,1,6.9,1
1,3,8,0,2021,1,2,2022,0,10,0,2.57,1,0,3,5.3,0
6,1,2,6,2022,1,1,2025,1,1,140915,3.34,4,2,1,8.9,1
8,2,6,3,2021,0,1,2024,1,2,52298,2.83,1,0,1,5.4,1
7,9,11,3,2023,1,3,2026,1,9,135122,3.64,0,2,4,0.0,1
4,3,2,1,2019,1,2,2022,1,3,72316,2.97,5,3,0,7.0,1
0,2,3,0,2021,1,2,2022,1,2,109761,2.53,1,4,0,8.0,1
5,1,3,5,2020,1,1,2021,0,10,0,3.47,0,0,4,0.0,0
8,4,3,3,2021,1,1,2022,0,10,0,3.59,2,1,3,6.9,0
0,8,13,1,2021,1,0,2024,0,10,0,2.83,1,0,4,0.0,0
6,3,9,1,2022,0,0,2025,1,3,116660,2.94,2,4,4,0.0,1
3,4,2,1,2020,0,1,2022,0,10,0,2.63,0,1,3,8.2,0
8,0,8,6,2020,0,2,2023,1,0,103501,2.71,0,3,4,0.0,1
3,6,4,6,2019,0,1,2022,0,10,0,2.77,5,0,3,5.6,0
5,2,0,2,2022,0,3,2023,0,10,0,3.26,3,3,3,5.3,0
8,6,1,5,2023,0,4,2025,1,6,147406,3.29,4,1,0,8.8,1
2,5,9,2,2021,0,3,2022,0,10,0,3.58,1,4,0,8.7,0
0,5,13,3,2021,0,1,2022,0,10,0,3.31,5,4,4,0.0,0
3,7,5,3,2022,0,1,2024,1,7,118136,3.87,1,3,2,6.5,1
5,1,0,5,2020,1,2,2022,0,10,0,3.41,5,2,0,8.1,0
0,4,0,4,2020,0,3,2023,1,4,92584,3.28,0,1,1,8.9,1
8,2,12,0,2022,1,1,2025,0,10,0,3.3,2,0,3,7.5,0
9,7,7,1,2019,1,4,2021,0,10,0,2.99,3,3,3,6.1,0
5,2,10,7,2022,1,2,2023,1,2,32495,2.92,4,4,3,7.4,1
4,6,1,2,2023,1,3,2025,1,6,112926,3.13,4,1,3,7.1,1
6,2,13,2,2023,0,1,2025,0,10,0,3.95,2,2,1,5.9,0
3,6,5,7,2023,0,3,2025,1,6,35365,2.86,2,4,4,0.0,1
8,4,5,3,2021,1,4,2022,0,10,0,3.51,4,1,3,6.9,0
5,6,9,2,2023,0,3,2025,0,10,0,3.08,1,4,0,5.8,0
0,1,5,4,2022,1,1,2025,1,1,81125,2.56,3,1,1,8.0,1
5,9,0,4,2022,1,0,2023,0,10,0,3.52,0,2,3,8.6,0
5,9,5,2,2021,1,2,2024,0,10,0,2.96,1,2,3,5.1,0
8,3,5,2,2021,0,1,2024,1,3,48194,3.99,0,2,3,5.9,1
6,2,12,1,2019,0,2,2022,0,10,0,3.42,5,1,3,5.1,0
4,1,0,1,2023,1,3,2026,1,1,70243,2.6,1,0,3,7.4,1
7,3,8,4,2021,1,2,2023,0,10,0,3.82,4,3,3,5.1,0
1,6,9,2,2022,1,1,2023,0,10,0,2.74,3,0,4,0.0,0
7,4,6,7,2020,0,4,2021,0,10,0,3.18,1,1,0,8.5,0
0,5,1,4,2021,1,1,2022,0,10,0,3.85,5,4,4,0.0,0
6,8,14,6,2021,0,2,2022,0,10,0,3.65,5,2,2,8.5,0
0,3,3,1,2019,1,4,2021,0,10,0,3.7,3,3,4,0.0,0
7,2,14,4,2021,1,0,2023,0,10,0,2.63,3,0,3,7.6,0
2,1,7,7,2020,1,4,2022,0,10,0,2.98,5,2,2,5.0,0
0,3,10,4,2022,1,2,2023,1,3,84522,3.53,1,3,1,7.2,1
9,4,14,4,2021,0,2,2022,0,10,0,3.29,3,1,1,5.9,0
3,4,7,4,2021,1,4,2023,1,4,61514,3.55,3,1,4,0.0,1
1,4,8,3,2021,0,2,2023,0,10,0,3.33,4,4,3,8.9,0
4,0,0,5,2022,1,4,2023,0,10,0,2.95,3,0,0,6.0,0
8,4,7,5,2023,1,3,2025,1,4,100434,2.73,5,3,1,7.0,1
6,2,9,5,2021,0,0,2024,1,2,62140,3.21,5,1,1,5.8,1
5,4,2,0,2021,0,3,2022,0,10,0,2.72,2,3,1,6.5,0
8,6,9,3,2019,0,4,2022,1,6,111986,3.34,0,2,4,0.0,1
5,4,0,2,2023,0,4,2026,0,10,0,3.49,4,4,2,9.0,0
4,9,8,5,2021,0,0,2022,1,9,64204,3.37,0,2,0,5.0,1
7,9,0,2,2020,1,1,2023,0,10,0,2.68,0,1,4,0.0,0
3,5,4,2,2020,0,4,2021,1,5,85494,3.08,3,3,2,5.6,1
3,0,8,7,2020,1,0,2023,1,0,61109,3.8,2,4,2,8.5,1
6,3,12,2,2019,0,2,2020,0,10,0,3.39,0,2,1,7.4,0
6,9,10,0,2022,1,0,2024,1,9,54961,3.6,0,3,2,7.4,1
5,3,1,7,2022,1,1,2025,1,3,106041,3.0,2,2,0,7.5,1
7,2,9,3,2022,0,3,2023,1,2,69156,3.1,0,3,4,0.0,1
1,7,0,2,2021,0,1,2022,0,10,0,3.87,5,3,3,6.8,0
6,3,10,1,2022,1,4,2023,0,10,0,3.65,0,3,0,5.8,0
3,7,5,2,2022,0,0,2025,1,7,71818,3.47,1,0,0,5.7,1
6,3,0,4,2023,0,1,2026,1,3,65975,3.19,4,3,3,5.7,1
6,3,9,0,2022,1,1,2023,0,10,0,2.75,3,4,4,0.0,0
1,5,5,5,2023,0,4,2026,1,5,69994,2.65,1,0,1,6.0,1
3,8,0,1,2019,1,3,2022,0,10,0,3.17,4,0,3,5.0,0
2,1,12,4,2022,1,3,2023,0,10,0,3.81,2,0,0,5.1,0
3,8,14,4,2022,1,4,2023,0,10,0,3.54,2,2,4,0.0,0
2,8,11,5,2021,1,2,2022,0,10,0,3.54,3,3,3,6.4,0
2,1,14,3,2022,1,0,2025,1,1,128828,3.46,3,0,3,7.3,1
3,6,3,1,2021,1,2,2024,0,10,0,3.68,2,3,0,7.5,0
0,1,11,5,2023,1,3,2025,1,1,133728,3.9,3,4,3,7.2,1
5,1,14,4,2021,1,3,2023,1,1,76100,3.52,4,0,0,6.7,1
5,8,2,2,2020,1,1,2022,1,8,51897,3.9,1,0,4,0.0,1
7,1,3,3,2019,0,0,2021,1,1,84940,2.88,4,1,0,6.2,1
6,5,6,2,2019,0,1,2022,1,5,117119,2.63,4,0,1,6.0,1
9,3,3,1,2023,0,3,2026,1,3,87819,3.52,1,4,0,6.5,1
1,6,14,5,2023,0,2,2025,0,10,0,2.72,0,4,1,7.4,0
5,2,3,3,2023,0,2,2024,0,10,0,3.78,1,4,0,5.1,0
9,8,9,1,2020,0,4,2023,0,10,0,2.93,4,2,2,7.4,0
9,2,13,6,2021,1,4,2024,0,10,0,3.83,3,2,2,7.5,0
2,8,9,4,2023,0,0,2025,0,10,0,2.94,1,0,4,0.0,0
4,3,6,3,2019,1,1,2020,0,10,0,2.6,3,2,4,0.0,0
5,1,4,4,2021,1,1,2024,0,10,0,3.2,2,1,4,0.0,0
8,3,2,1,2023,1,4,2026,0,10,0,3.18,5,3,1,8.3,0
0,6,8,3,2022,0,1,2025,1,6,32236,2.81,1,2,4,0.0,1
8,0,7,1,2021,0,1,2023,1,0,70877,3.45,3,2,1,7.8,1
4,2,4,3,2022,0,1,2023,0,10,0,2.71,2,2,2,7.9,0
8,1,7,6,2023,0,0,2026,1,1,106643,3.0,2,0,1,5.9,1
2,5,6,5,2023,1,1,2024,1,5,35497,2.67,0,0,2,5.9,1
5,1,9,7,2023,1,3,2025,1,1,121377,3.61,2,3,1,8.0,1
8,0,5,6,2019,0,2,2022,1,0,121106,2.7,5,3,1,5.2,1
3,6,13,6,2022,0,2,2024,1,6,80602,3.21,2,0,0,7.8,1
6,7,5,0,2019,1,4,2022,1,7,122633,3.11,3,4,4,0.0,1
0,2,10,1,2019,1,0,2020,1,2,54070,3.27,0,0,0,5.6,1
1,2,6,1,2021,0,2,2024,0,10,0,3.36,0,1,3,6.7,0
0,5,13,7,2020,1,4,2023,0,10,0,3.65,0,3,4,0.0,0
2,5,0,7,2019,1,3,2022,0,10,0,3.59,2,4,4,0.0,0
7,1,8,5,2023,1,4,2024,1,1,102461,2.77,2,2,0,6.0,1
3,6,3,0,2019,1,4,2021,0,10,0,2.83,0,2,3,6.4,0
4,8,14,6,2022,1,4,2024,0,10,0,2.75,5,4,0,5.4,0
8,0,10,2,2019,1,1,2022,0,10,0,3.31,5,3,0,8.6,0
1,9,2,3,2021,0,2,2023,1,9,80643,2.93,4,4,4,0.0,1
7,9,4,5,2020,0,1,2022,0,10,0,3.01,4,0,1,6.9,0
5,0,8,7,2019,0,3,2020,1,0,69911,3.92,0,2,0,8.9,1
3,9,7,0,2021,1,0,2022,1,9,104538,3.93,3,0,3,8.6,1
5,7,0,3,2019,0,4,2021,1,7,104928,3.55,0,4,2,5.2,1
3,7,3,0,2021,0,4,2022,0,10,0,3.94,3,4,1,7.2,0
8,3,4,4,2021,0,3,2023,0,10,0,2.93,1,1,2,5.0,0
7,4,13,4,2022,0,0,2025,1,4,64230,3.85,5,3,4,0.0,1
1,8,11,2,2021,0,0,2024,0,10,0,3.89,3,2,3,8.5,0
5,1,3,0,2019,0,0,2022,0,10,0,2.76,0,4,0,6.7,0
2,0,2,7,2022,1,0,2024,1,0,127922,2.91,2,2,0,8.0,1
2,6,4,1,2019,0,1,2020,0,10,0,3.35,2,0,2,5.5,0
1,6,12,7,2019,1,0,2022,1,6,109443,4.0,3,1,1,5.7,1
2,9,4,5,2019,0,0,2022,0,10,0,3.9,0,1,4,0.0,0
3,9,13,2,2022,1,4,2025,1,9,38832,3.62,3,2,0,6.3,1
0,4,4,2,2019,0,2,2022,0,10,0,2.83,4,1,2,8.0,0
1,0,4,3,2020,1,4,2022,1,0,53617,3.59,5,4,0,7.5,1
